Order & Account Information,Bestellungs- und Kontoinformationen,module,Magento_Theme
Order &amp; Account Information,Bestellung %amp; Kontoinformationen,module,Magento_Theme
Order #,Bestellung #,module,Magento_Theme
Order #,Bestellung #,module,Magento_Sales
Order # ,Bestellung #,module,Magento_Sales
Order # %1,Bestellung # %1,module,Magento_Theme
Order # %1 %2 | %3,Bestellung # %1 %2 | %3,module,Magento_Theme
Order # %1 %2 | %3,Bestellung # %1 %2 | %3,module,Magento_Sales
Order # %1 Notification(s),Bestellung #%1 Benachrichtigung(en),module,Magento_Theme
Order # %1 Notification(s),Bestell # %1 Mitteilung(en),module,Magento_Sales
Order #%1,Bestellung #%1,module,Magento_Theme
Order #%1 created at %2,Bestellung #%1 erstellt am %2,module,Magento_Theme
"Order #%1, creditmemo #%2","Bestellung #%1, Gutschrift #%2",module,Magento_Theme
Order #%1.,Bestellung #%1,module,Magento_Theme
Order Address,Bestelladresse,module,Magento_Theme
Order Address %1,Bestelladresse %1,module,Magento_Theme
Order Address %1 a %2 Address,Bestelladresse %1 eine %2-Adresse,module,Magento_Theme
Order Address Attributes,Bestelladressenattribute,module,Magento_Theme
Order Address Information,Bestelladress-Informationenen,module,Magento_Theme
Order by SKU,Bestellung nach SKU,module,Magento_Theme
Order by SKU Description,Bestellung nach SKU - Beschreibung,module,Magento_Theme
Order by SKU Settings,Bestellung nach SKU - Einstellungen,module,Magento_Theme
Order by SKU Template,Bestellung nach SKU - Vorlage,module,Magento_Theme
"Order cancellation failed, please try again.","Die Stornierung der Bestellung ist fehlgeschlagen, bitte versuchen Sie es erneut.",module,Klarna_Ordermanagement
Order Comment,Bestellkommentar,module,Magento_Theme
Order Comment Email Sender,Bestellkommentar-E-Mail-Absender,module,Magento_Theme
Order Comment Email Template,Bestellkommentar-E-Mail-Vorlage,module,Magento_Theme
Order Comment Email Template for Guest,Bestellkommentar-E-Mail-Vorlage für Gäste,module,Magento_Theme
Order Comments,Bestellkommentare,module,Magento_Theme
Order Conversion Rate,Bestellrate,module,Magento_Theme
Order Count,Bestellanzahl,module,Magento_Theme
Order Count Report,Bestellanzahl-Bericht,module,Magento_Theme
Order Created,Bestellung erstellt,module,Magento_Theme
Order Credit Memos,Bestell-Gutschriften,module,Magento_Theme
Order Currency:,Bestell-Währung:,module,Magento_Theme
Order Custom Attributes,Benutzerdefinierte Attribute bestellen,module,Dotdigitalgroup_Email
Order Date,Bestelldatum,module,Magento_Theme
Order Date (%1),Bestelldatum (%1),module,Magento_Theme
Order Date (%1),Bestelldatum (%1),module,Magento_Sales
Order Date:,Bestelldatum:,module,Magento_Theme
Order Date:,Bestelldatum:,module,Magento_Sales
Order Date: ,Bestelldatum:,module,Magento_Sales
Order Grand Total,Bestell-Gesamtsumme,module,Magento_Theme
Order has no payment information,Bestellung hat keine Zahlungsinformationen,module,Temando_Shipping
Order History,Bestellhistorie,module,Magento_Theme
Order ID,Auftragsnummer,module,Magento_Theme
Order Id,Bestellnummer,module,Dotdigitalgroup_Email
Order id cannot be null,Bestellnummer darf nicht Null sein,module,Magento_Theme
Order Id is required for creditmemo document,Bestellungs-ID ist für das Gutschrift-Dokument erforderlich,module,Magento_Sales
Order Id is required for invoice document,Bestell-ID ist für das Rechnungsdokument erforderlich,module,Magento_Sales
Order Id is required for shipment document,Bestell-ID ist für das Sendungsdokument erforderlich,module,Magento_Sales
Order Increment Id,Auftragsschritt Id,module,Dotdigitalgroup_Email
Order Information,Bestellinformationen,module,Magento_Theme
Order Invoices,Bestellungsrechnungen,module,Magento_Theme
Order is suspended as its authorizing amount %1 is suspected to be fraudulent.,"Die Bestellung wurde aufgehoben, weil die autorisierte Menge %1 als betrügerisch verdächtigt wird.",module,Magento_Theme
Order is suspended as its capture amount %1 is suspected to be fraudulent.,"Die Bestellung wurde aufgehoben, weil die erfasste Menge %1 als betrügerisch verdächtigt wird.",module,Magento_Theme
Order item id cannot be null,Bestellartikelnummer darf nicht Null sein,module,Magento_Theme
Order Item Status to Enable Downloads,Artikelbestellstatus um Downloads zu ermöglichen,module,Magento_Theme
Order line totals do not total order_amount - %1 != %2,Die Summen der Auftragszeilen summieren nicht die Bestellmenge - %1 != %2,module,Klarna_Kp
Order place error,Bestellort-Fehler,module,Magento_Theme
Order processed by Klarna.,Bestellung durch Klarna abgewickelt.,module,Klarna_Ordermanagement
Order Quantity,Bestellmenge,module,Magento_Theme
Order Recommendation,Bestellempfehlung,module,Dotdigitalgroup_Email
Order Recommendation (Deprecated),Bestell-Empfehlung (veraltet),module,Dotdigitalgroup_Email
Order reference ID is invalid.,Die Bestellreferenz-ID ist ungültig.,module,Amazon_Payment
Order Reference submitted in this request has constraints and cannot be confirmed.,Die in dieser Anfrage angegebene Bestellreferenz hat Einschränkungen und kann nicht bestätigt werden.,module,Amazon_Payment
"Order reference to ""%1"" does not exist.","Die Bestellreferenz auf ""%1"" existiert nicht.",module,Temando_Shipping
Order Report,Bestellbericht,module,Dotdigitalgroup_Email
Order Results,Auftragsergebnisse,module,Magento_Multishipping
Order Review,Bestellungsüberprüfung,module,Magento_Theme
Order saving error: %1,Fehler bei der Speicherung der Bestellung: %1,module,Magento_Theme
Order Shipments,Bestellungssendungen,module,Magento_Theme
Order Shipping Address,Versandadresse der Bestellung,module,Magento_Theme
Order State,Bestellzustand,module,Magento_Theme
Order Status,Bestellstatus,module,Magento_Theme
Order Status %1 %2:,Bestellstatus %1 %2:,module,Magento_Theme
Order Status Automation Enrolment,Auftragsstatus Automatisierung Anmeldung,module,Dotdigitalgroup_Email
Order Status Information,Bestellstatus-Informationen,module,Magento_Theme
Order Statuses,Bestellstatus,module,Magento_Theme
Order Statuses to be Archived,Bestellstatus zum Archivieren,module,Magento_Theme
Order Subtotal (and above),Bestellungs-Zwischensumme (und höher),module,Magento_Theme
Order Subtotal (and above),Bestellungs-Zwischensumme (und höher),module,Magento_OfflineShipping
Order Success,Bestell-Erfolg,module,Magento_Theme
Order Summary,Zusammenfassung der Bestellung,module,Magento_Theme
Order Sync,Auftragssynchronisation,module,Dotdigitalgroup_Email
Order Taxes Report Grouped by Tax Rate,"Bericht über Bestellungssteuern, gruppiert nach Steuersätzen",module,Magento_Theme
Order Taxes Report Grouped by Tax Rates,"Bericht über Bestellungssteuern, gruppiert nach Steuersätzen",module,Magento_Theme
Order Total,Bestellsumme,module,Magento_Theme
Order Total Excl. Tax,Gesamtbetrag exkl. Steuern,module,Magento_Theme
Order Total Incl. Tax,Gesamtbetrag inkl. Steuern,module,Magento_Theme
Order Total Report,Bestellsummen-Bericht,module,Magento_Theme
Order total will be displayed before you submit the order,"Auftragssumme wird angezeigt, bevor Sie die Bestellung aufgeben",module,Magento_Theme
Order Totals,Bestellsumme,module,Magento_Theme
Order tracking,Bestellverfolgung,module,Magento_Theme
Order Type,Auftragsart,module,Temando_Shipping
Order Update,Auftragsaktualisierung,module,Dotdigitalgroup_Email
Order Update For Guest,Update für Gäste bestellen,module,Dotdigitalgroup_Email
Order Updated,Bestellung aktualisiert,module,Magento_Theme
Order Valid Period (days),Gültigskeitsdauer von Bestellungen (Tage),module,Magento_Theme
Order Valid Period (days),Gültigskeitsdauer von Bestellungen (Tage),module,Magento_Paypal
Order View,Bestellübersicht,module,Magento_Theme
"Order with id ""%1"" does not exist.","Auftrag mit der ID ""%1"" existiert nicht.",module,Klarna_Core
"Order with id ""%1"" does not exist.","Auftrag mit der ID ""%1"" existiert nicht.",module,Temando_Shipping
"Order with Reservation ID ""%1"" does not exist.","Bestellung mit Reservierungs-ID ""%1"" existiert nicht.",module,Klarna_Core
"Order with session_id ""%1"" does not exist.","Auftrag mit session_id ""%1"" existiert nicht.",module,Klarna_Core
order-header,order-header,module,Magento_Theme
Ordered,Bestellt,module,Magento_Theme
ordered,Bestellt,module,Magento_Theme
Ordered amount of %1,Bestellte Menge von %1,module,Magento_Theme
Ordered item id is not received.,Bestellte Artikelnummer wurde nicht empfangen.,module,Magento_Theme
Ordered item is not loaded.,Bestellter Artikel wurde nicht geladen.,module,Magento_Theme
Ordered Products Report,Bericht über bestellte Artikel,module,Magento_Theme
Ordered Quantity,Bestellte Menge,module,Magento_Theme
Ordered:,Bestellt:,module,Magento_Theme
Orders,Bestellungen,module,Magento_Theme
Orders and Returns,Bestellungen und Rücksendungen,module,Magento_Theme
Orders and Returns Search Form,Suchformular für Bestellungen und Rücksendungen,module,Magento_Theme
Orders Cron Settings,Bestellungs-Cron-Einstellungen,module,Magento_Theme
Orders Report,Bestellungen-Bericht,module,Magento_Theme
Orders Sync From Date,Bestellungen Sync ab Datum,module,Yotpo_Yotpo
Orders Sync Limit,Limit für die Auftragssynchronisierung,module,Yotpo_Yotpo
Orders Sync Statuses,Aufträge Sync-Status,module,Yotpo_Yotpo
"Orders, Invoices, Credit Memos Display Settings","Anzeigeeinstellungen für Bestellungen, Rechnungen, Gutschriften",module,Magento_Theme
"Orders, Invoices, Shipments, Credit Memos Archiving","Archivierung von Bestellungen, Rechnungen, Sendungen und Gutschriften",module,Magento_Theme
Org Unit Id,Orgeinheit Id,module,Magento_CardinalCommerce
Orientation,Orientierung,module,Magento_AdobeStockImageAdminUi
Origin,Herkunft,module,Magento_Theme
Origin Location,Herkunftsort,module,Temando_Shipping
Origin of the Shipment,Sendungsherkunft,module,Magento_Theme
Origin source %sourceCode does not exist,Herkunftsquelle %sourceCode existiert nicht,module,Magento_InventoryCatalog
Original Price,Originalpreis,module,Magento_Theme
Original price only,Nur Originalpreis,module,Magento_Theme
Orphan rows that will be skipped due default row errors,"Einzelne Zeilen, die aufgrund von Standardzeilenfehlern übersprungen werden.",module,Magento_Theme
OS X,OS X,module,Magento_Theme
Other,Andere,module,Magento_Theme
Other Amount...,Andere Menge...,module,Magento_Theme
Other Gift Options,Andere Geschenkoptionen,module,Magento_Theme
Other items in your order,Andere Artikel in Ihrer Bestellung,module,Magento_Theme
Other Payment Methods:,Andere Zahlungsmethoden:,module,Magento_Paypal
Other PayPal Payment Solutions:,Andere PayPal Zahlungslösungen:,module,Magento_Paypal
Other Settings,Andere Einstellungen,module,Magento_Theme
Other Text (Will Apply To Other Remaining Text),Anderer Text (wird auf anderen verbleibenden Text angewendet),module,Dotdigitalgroup_Email
Other Text (Will Apply To Other Remaning Text),Anderer Text (gilt für anderen verbleibenden Text),module,Dotdigitalgroup_Email
Others,Andere,module,Magento_Theme
"Our hours are <span class=""no-link"">%store_hours</span>.","Unsere Geschäftszeiten sind: <span class=""no-link"">%store_hours</span>.",module,Magento_Theme
Out of stock,Nicht auf Lager,module,Magento_Theme
Out of Stock,Nicht auf Lager,module,Magento_Theme
Out-of-Stock Threshold,"""Nicht auf Lager""-Grenze",module,Magento_Theme
Outdoor and Camping Gear,Outdoor- und Campingausrüstung,module,Magento_Analytics
Output path %1 doesn't exist,Ausgabepfad %1 existiert nicht,module,Magento_Theme
Overlay,Überlagerung,module,Magento_AdobeStockImageAdminUi
Override Merchant Name,Händlernamen überschreiben,module,Magento_Theme
Override the Global Delivery Term based on the country being shipped to,"Überschreiben Sie die globale Lieferfrist basierend auf dem Land, in das versandt wird.",module,Vertex_Tax
"Overrides default titles and descriptions. ' 'Note that if an email template is not specified for this store view, ' 'the respective variable values will be deleted.","Überschreibt Standardtitel und -beschreibungen. Beachten Sie, dass die entsprechenden Variablenwerte gelöscht werden, wenn keine E-Mail-Vorlage für diesen Store View angegeben ist.",module,Magento_Theme
Overview,Überblick,module,Magento_Theme
Owner,Besitzer,module,Magento_Theme
Owner Email,Besitzer-E-Mail,module,Magento_Theme
Owner Name,Besitzername,module,Magento_Theme
Owner Notification,Besitzerbenachrichtigung,module,Magento_Theme
Package,Paket,module,Magento_Theme
Package %1 cannot be deleted: %2,Paket %1 kann nicht gelöscht werden: %2,module,Temando_Shipping
Package Extensions,Paketerweiterungen,module,Magento_Backend
Package ready time after order submission (in hours),Versandvorbereitungszeit nach Bestelleingang (in Stunden),module,Magento_Theme
Package ready time after order submission (in hours).,Bereitschaftszeit des Pakets nach Auftragseingang (in Stunden).,module,Magento_Dhl
Packages,Pakete,module,Magento_Theme
Packages Request Type,Pakete-Anfragetyp,module,Magento_Theme
Packaging,Verpackung,module,Magento_Theme
Packaging Name,Verpackungsname,module,Temando_Shipping
packaging types,Verpackungsarten,module,Temando_Shipping
Packing Slip #,Lieferschein #,module,Magento_Theme
Packing Slip #,Packzettel #,module,Magento_Theme
Packing Slip #,Lieferschein #,module,Magento_Sales
Packing Slip # ,Lieferschein #,module,Magento_Sales
Padded Flat-Rate Envelope,Gepolsterter Flat-Rate Umschlag,module,Magento_Usps
Page,Seite,module,Magento_Theme
"Page ""%id"" doesn't have custom layout assigned","Seite ""%id"" hat kein benutzerdefiniertes Layout zugewiesen",module,Magento_Cms
Page Background Color,Seiten-Hintergrundfarbe,module,Magento_Theme
Page blocks HTML,Page blocks HTML.,module,Magento_Store
Page blocks HTML.,Seiten-Block-HTML,module,Magento_Theme
Page Cache,Seiten-Cache,module,Magento_Theme
Page ID,Seiten-ID,module,Magento_Theme
Page in Websites,Seite auf Websites,module,Magento_Theme
Page Information,Seiteninformationen,module,Magento_Theme
Page Layout,Seitenlayout,module,Magento_Theme
Page Layouts,Seiten-Layouts,module,Magento_Theme
Page Navigation Menu Options,Seitennavigationsmenüoptionen,module,Magento_Theme
Page not found,Seite nicht gefunden,module,Magento_Theme
Page Not Found,Seite nicht gefunden,module,Magento_Checkout
Page not found.,Seite nicht gefunden,module,Magento_Theme
Page Properties,Seiteneigenschaften,module,Magento_Theme
Page Status,Seitenstatus,module,Magento_Theme
Page Style,Seitenstil,module,Magento_Theme
Page Title,Seitentitel,module,Magento_Theme
Page Title Prefix,Seitentitel-Präfix,module,Magento_Theme
Page Title Separator,Seitentitel-Separator,module,Magento_Theme
Page Title Suffix,Seitentitel-Suffix,module,Magento_Theme
Page Tracking,Seitenverfolgung,module,Dotdigitalgroup_Email
Page View Optimization,Optimierung der Seitenansicht,module,Magento_Theme
Page:,Seite:,module,Magento_Theme
Pages,Seiten,module,Magento_Theme
Pages Hierarchy,Seitenhierarchie,module,Magento_Theme
pageSize value must be greater than 0.,pageSize-Wert muss größer als 0 sein.,module,Magento_CatalogGraphQl
Pagination,Seitennummerierung,module,Magento_Theme
Pagination Frame,Seitennummerierungsrahmen,module,Magento_Theme
Pagination Frame Skip,Seitennummerierungsrahmen überspringen,module,Magento_Theme
Pagination Options for Nested Pages,Seitenumbruchoptionen für verschachtelte Seiten,module,Magento_Theme
Paid,Bezahlt,module,Magento_Theme
Paid Amount,Gezahlter Betrag,module,Magento_Theme
Paid Invoices,Bezahlte Rechnungen,module,Magento_Theme
PAK,PAK,module,Magento_Theme
Pallet,Palette,module,Magento_Theme
Panoramic,Panoramisch,module,Magento_AdobeStockImageAdminUi
Paperless Shipment - Customs documentation has been submitted electronically and is not required to be physically attached to the shipment.,Papierloser Versand - Die Zolldokumentation wurde elektronisch übermittelt und muss nicht physisch an der Sendung angebracht werden.,module,Temando_Shipping
"Parameter ""class"" must be present.","Der Parameter ""class"" muss gesetzt werden.",module,Magento_Ui
"Parameter ""object"" must be present.","Der Parameter ""object"" muss vorhanden sein.",module,Magento_InventorySales
"Parameter ""sort_order"" must be present for unrequired conditions.","Für nicht benötigte Bedingungen muss der Parameter ""sort_order"" vorhanden sein.",module,Magento_InventorySales
"Parameter ""sort_order"" must be present for urequired conditions.","Für nicht benötigte Bedingungen muss der Parameter ""sort_order"" vorhanden sein.",module,Magento_InventorySales
"Parameter ""sortOrder"" must be present.","Der Parameter ""sortOrder"" muss gesetzt werden.",module,Magento_Ui
Parameter Value,Parameterwert,module,Magento_Backend
Parcel,Paket,module,Magento_Theme
Parent,Parent,module,Magento_Theme
Parent Category,Übergeordnete Kategorie,module,Magento_Theme
Parent directory does not exist: %1,Übergeordnetes Verzeichnis existiert nicht: %1,module,Magento_Theme
Parent product does not have configurable product options,Das übergeordnete Produkt hat keine konfigurierbaren Produktoptionen,module,Magento_ConfigurableProduct
Parent Product Thumbnail,Hauptprodukt-Thumbnail,module,Magento_Theme
Parent shipment cannot be loaded for track object.,Übergeordneter Versand kann für das Trackingobjekt nicht geladen werden.,module,Magento_Sales
Parent Theme,Parent Theme,module,Magento_Theme
Parent Transaction ID,Übergeordnete Transaktions-ID,module,Magento_Theme
Part of the address information matched,Teile der Adressinformationen übereinstimmend,module,Magento_Theme
Partial,Teilweise,module,Magento_Theme
Partial Capture Offline,Partielles Erfassen offline,module,Magento_Theme
Partial Capture Online,Partielles Erfassen online,module,Magento_Theme
Partial commit,Partielles Einchecken,module,Magento_Theme
"Partial commit mode affects time of indexation, but allows indexed products to be visible on Storefront before indexation is completed.","Partielles Einchecken beeinflusst die Zeit der Indexierung, aber indizierte Produkte sind im Frontend sichtbar, bevor die Indexierung abgeschlossen ist.",module,Magento_Theme
Partial Refund Offline,Teilweise Rückerstattung offline,module,Magento_Theme
Partial Refund Online,Teilweise Rückerstattung online,module,Magento_Theme
Partial settlements are not supported by this processor.,Teilabrechnungen werden von diesem Prozessor nicht unterstützt.,module,Magento_Braintree
Partially Approved,Teilweise genehmigt,module,Magento_Theme
Partially Authorized,Teilweise autorisiert,module,Magento_Theme
Partially matched,Teilweise verglichen,module,Magento_Theme
Partially Rejected,Teilweise abgelehnt,module,Magento_Theme
Partner,Partner,module,Magento_Theme
Partner Page,Partnerseite,module,Magento_Theme
Partner search,Partnersuche,module,Magento_Theme
Partners,Partner,module,Magento_Theme
Passcode,Passcode,module,Dotdigitalgroup_Email
Passive Mode,Passiver Modus,module,Magento_Theme
Password,Passwort,module,Magento_Theme
password,Passwort,module,Magento_Theme
Password and password confirmation are not equal.,Passwort und Passwortbestätigung stimmen nicht überein.,module,Magento_Theme
Password Change,Passwortänderung,module,Magento_Theme
Password Confirmation,Passwortbestätigung,module,Magento_Theme
Password confirmation doesn't match entered password.,Das eingegebene Passwort stimmt nicht mit der Eingabe in Passwort bestätigen überein.,module,Magento_Customer
Password forgotten,Passwort vergessen,module,Magento_Theme
Password Help,Passwort-Hilfe,module,Magento_Theme
Password is required field.,Passwort ist ein Pflichtfeld.,module,Magento_Theme
Password Lifetime (days),Passwort-Lebensdauer (Tage),module,Magento_Theme
Password Lifetime (days),Passwort-Lebensdauer (Tage),module,Magento_User
Password Options,Passwortoptionen,module,Magento_Theme
Password Reset Confirmation for %name,Passwort zurücksetzen Bestätigung für %name,module,Magento_User
Password Reset Protection Type,Schutzart für Passwort-Reset,module,Magento_Theme
Password Strength,Passwortstärke,module,Magento_Theme
Password Template Email Sender,Passwortvorlage für E-Mail-Absender,module,Magento_Theme
Password you set when creating account,"Passwort, das Sie während der Kontoeinrichtung gesetzt haben",module,Magento_Theme
Password:,Passwort:,module,Magento_Theme
Password/Shared secret,Passwort/Gemeinsames Geheimnis,module,Klarna_Core
Paste JSON credentials here,Fügen Sie hier JSON-Anmeldeinformationen ein.,module,Amazon_Core
Patch %1 has been successfully generated.,Patch %1 wurde erfolgreich generiert.,module,Magento_Developer
Path,Pfad,module,Magento_Theme
"Path ""%1"" is not part of allowed directory ""%2""","Pfad ""%1"" ist kein Teil des erlaubten Verzeichnis ""%2""",module,Magento_Theme
"Path ""%value%"" is not available and cannot be used.","Pfad ""%value%"" ist nicht verfügbar, und kann nicht verwendet werden.",module,Magento_Theme
"Path ""%value%"" is protected and cannot be used.","Pfad ""%value%"" ist geschützt, und kann nicht verwendet werden.",module,Magento_Theme
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\"").","Pfad ""%value%"" enthalt eventuell keine übergeordneten Verzeichnis-Traversals (""../"", ""..\).""",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\"").","Pfad ""%value%"" enthalt eventuell keine übergeordneten Verzeichnis-Traversals (""../"", ""..\).""",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""","Pfad ""%value%"" enthalt eventuell keine übergeordneten Verzeichnis-Traversals (""../"", ""..\).""",module,Magento_Theme
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""","Pfad ""%value%"" enthalt eventuell keine übergeordneten Verzeichnis-Traversals (""../"", ""..\).""",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""","Der Pfad ""%value%"" darf keine übergeordnete Verzeichnisdurchquerung (""../"", ""..\) beinhalten.""",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""","Der Pfad ""%value%"" darf keine übergeordnete Verzeichnisdurchquerung (""../"", ""..\) beinhalten.""",module,Magento_MediaStorage
"Path ""%value%"" may not include parent directory traversal (""../"", ""..\).""","Der Pfad ""%Wert%"" darf die Durchquerung des übergeordneten Verzeichnisses (""../"", ""..\) nicht einschließen.",module,Magento_MediaStorage
Paths file already exists,Dateipfad existiert bereits,module,Magento_Theme
Paths file cannot be created,Dateipfad kann nicht erstellt werden,module,Magento_Theme
Pattern: %pattern,Muster: %-Muster,module,Magento_AdobeStockAdminUi
Pause,Pause,module,Magento_Theme
Paused,Angehalten,module,Magento_Theme
Pay,Bezahlen,module,Magento_Paypal
Pay with PayPal,Bezahlen Sie mit PayPal,module,Magento_Braintree
Payer Address ID,Zahler-Adressen-ID,module,Magento_Theme
Payer Address Status,Zahler-Adressen-Status,module,Magento_Theme
Payer Email,Zahler-E-Mail,module,Magento_Theme
Payer ID,Zahler-ID,module,Magento_Theme
Payer Status,Zahler-Status,module,Magento_Theme
Payflow Link,Payflow Link,module,Magento_Paypal
Payflow Link (Includes Express Checkout),Payflow Link (Enthält Express Checkout),module,Magento_Theme
Payflow Link and Express Checkout,Payflow Link und Express Checkout,module,Magento_Theme
Payflow PNREF: #%1.,Payflow PNREF: #%1.,module,Magento_Theme
Payflow Pro,Payflow Pro,module,Magento_Theme
Payflow Pro (Includes Express Checkout),Payflow Pro (eingeschlossen Express Checkout),module,Magento_Theme
Payflow Pro and Express Checkout,Payflow Pro und Express Checkout,module,Magento_Theme
Payment,Zahlung,module,Magento_Theme
Payment,Zahlung,module,Magento_Braintree
Payment ,Bezahlung,module,Magento_Braintree
Payment &amp; Shipping Information,Zahlungs- und Versandinformationen,module,Magento_Theme
Payment &amp; Shipping Method,Zahlungs- und Versandmethode,module,Magento_Theme
Payment Action,Zahlungsaktion,module,Magento_Theme
Payment Action for Test,Zahlungsaktion zum Testen,module,Magento_Theme
Payment Amount Authorization,Autorisierung des Zahlungsbetrags,module,Magento_Paypal
Payment Applicable From,Zahlung anwendbar von,module,Magento_Theme
Payment authorization has been successfully created.,Die Zahlungsberechtigung wurde erfolgreich angelegt.,module,Magento_Paypal
"Payment capture failed, please try again.","Die Zahlungserfassung ist fehlgeschlagen, bitte versuchen Sie es erneut.",module,Klarna_Ordermanagement
Payment capture not allowed.,Zahlungserfassung nicht erlaubt.,module,Klarna_Ordermanagement
Payment capturing error.,Fehler bei der Zahlungserfassung,module,Magento_Theme
Payment error. %value was not found.,Zahlungsfehler. %value wurde nicht gefunden.,module,Magento_Paypal
Payment Failed Email Receiver,Empfänger für E-Mails zu fehlgeschlagener Zahlung,module,Magento_Theme
Payment Failed Email Sender,Absender für E-Mails zu fehlgeschlagener Zahlung,module,Magento_Theme
Payment Failed Emails,E-Mails zu fehlgeschlagener Zahlung,module,Magento_Theme
Payment Failed Template,Vorlage für fehlgeschlagene Zahlung,module,Magento_Theme
Payment from Applicable Countries,Zahlung aus zutreffenden Ländern,module,Magento_Theme
Payment From Applicable Countries,Zahlung von zulässiigen Ländern,module,Magento_Theme
Payment from applicable countries,Zahlung aus den entsprechenden Ländern,module,Klarna_Kp
Payment from Specific Countries,Zahlung aus bestimmten Ländern,module,Magento_Theme
Payment From Specific Countries,Zahlung von bestimmten Ländern,module,Magento_Theme
Payment from Specific countries,Zahlung aus bestimmten Ländern,module,Klarna_Kp
Payment Gateway is unreachable at the moment. Please use another payment option.,Zahlungs-Gateway ist derzeit nicht erreichbar. Verwenden Sie bitte eine andere Zahlungsoption.,module,Magento_Paypal
Payment Information,Zahlungsinformationen,module,Magento_Theme
Payment instrument type is not accepted by this merchant account.,Die Art des Zahlungsinstruments wird von diesem Händlerkonto nicht akzeptiert.,module,Magento_Braintree
Payment Method,Zahlungsmethode,module,Magento_Theme
Payment method,Zahlungsmethode,module,Magento_Payment
Payment method nonce can't be retrieved.,Diese Zahlart kann momentan nicht verarbeitet werden.,module,Magento_Braintree
Payment method with vault and instant purchase support should be enabled.,Die Zahlungsmethode mit Tresor und Sofortkaufunterstützung sollte aktiviert sein.,module,Magento_InstantPurchase
Payment Method:,Zahlungsmethode:,module,Magento_Theme
Payment Methods,Zahlungsarten,module,Magento_Theme
Payment Methods Section,Abschnitt Zahlungsmethoden,module,Magento_Payment
Payment Page,Zahlungsseite,module,Magento_Checkout
"Payment refund failed, please try again.","Die Rückerstattung der Zahlung ist fehlgeschlagen, bitte versuchen Sie es erneut.",module,Klarna_Ordermanagement
Payment Refund initiated by merchant,Zahlungsrückerstattung durch Händler initiiert,module,Magento_Theme
Payment refunding error.,Fehler bei der Zahlungsrückerstattung,module,Magento_Theme
Payment Region,Zahlungsregion,module,Amazon_Core
Payment Response Password,Zahlungsantwort-Passwort,module,Magento_Theme
Payment Review,Zahlungsprüfung,module,Magento_Theme
Payment Services,Zahlungsservices,module,Magento_Payment
Payment Token Build Error.,Zahlungstoken-Buildfehler,module,Magento_Theme
Payment Transaction Failed,Zahlungstransaktion fehlgeschlagen,module,Magento_Theme
Payment Transaction Failed Reminder,Erinnerung Transaktion fehlgeschlagen,module,Magento_Checkout
Payment transactions disallow storing objects.,Zahlungstransaktionen verbieten das Speichern von Objekten.,module,Magento_Theme
Payment Type,Zahlungstyp,module,Magento_Theme
Payment voiding error.,Fehler bei der Stornierung der Zahlung.,module,Magento_Theme
Payment was canceled,Zahlung wurde storniert,module,Magento_Theme
Payments Advanced,Payments Advanced,module,Magento_Paypal
Payments Advanced (Includes Express Checkout),Payments Advanced (eingeschlossen Express Checkout),module,Magento_Theme
Payments Advanced and Express Checkout,Payments Advanced und Express Checkout,module,Magento_Theme
Payments by PayPal (150 X 40),Zahlungen durch Paypal (150 X 40),module,Magento_Theme
Payments by PayPal (150 X 40),Zahlungen durch Paypal (150 X 40),module,Magento_Paypal
Payments by PayPal (150 X 60),Zahlungen durch Paypal (150 X 60),module,Magento_Theme
Payments by PayPal (150 X 60),Zahlungen durch Paypal (150 X 60),module,Magento_Paypal
Payments Functionality Matrix,Zahlungsfunktionalitätenmatrix,module,Magento_Theme
Payments Pro,Payments Pro,module,Magento_Paypal
Payments Pro and Express Checkout,Payments Pro und Express Checkout,module,Magento_Theme
Payments Pro Hosted Solution,Zahlungen Pro-Hosting-Lösung,module,Magento_Theme
Payments Standard,Zahlungsstandard,module,Magento_Paypal
PayPal,PayPal,module,Magento_Braintree
PayPal,PayPal,module,Magento_Paypal
PayPal Account,PayPal Konto,module,Magento_Braintree
PayPal Account,PayPal Konto,module,Magento_Vault
PayPal Accounts are not accepted by this merchant account.,PayPal-Konten werden von diesem Händlerkonto nicht akzeptiert.,module,Magento_Braintree
PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Kreditkarten und PayPal-Zahlungen akzeptieren und verarbeiten.</i>,module,Magento_Theme
PayPal All-in-One Payment Solutions&nbsp;&nbsp;<i>Accept and process credit cards and PayPal payments.</i>,PayPal All-in-One-Zahlungslösungen&nbsp;&nbsp;<i>Kreditkarten und PayPal-Zahlungen akzeptieren und bearbeiten.</i>,module,Magento_Theme
